Date,Australia,Brazil,Canada,Germany,France,Hongkong,Japan,Malaysia,US,India,Close
2012-03-05,4.035,11.29,1.98,1.79,2.948,1.34,0.984,3.54,2.0,8.23,10226.44043
2012-03-06,4.0,11.29,1.94,1.79,2.986,1.36,0.983,3.55,1.96,8.23,10093.80957
2012-03-07,3.96,11.28,1.97,1.79,2.948,1.31,0.974,3.56,1.98,8.24,10054.870117
2012-03-08,3.95,11.18,2.01,1.81,2.896,1.33,0.983,3.55,2.03,8.24,10171.129883
2012-03-09,4.01,11.04,2.01,1.8,2.911,1.34,0.984,3.56,2.04,8.28,10334.379883
2012-03-12,3.915,11.26,1.99,1.78,2.909,1.34,0.97,3.56,2.04,8.29,10300.5
2012-03-13,3.925,11.4,2.06,1.77,2.905,1.36,0.97,3.57,2.14,8.32,10427.240234
2012-03-14,4.065,11.56,2.17,1.9,2.933,1.44,1.004,3.61,2.29,8.28,10094.889648
2012-03-15,4.35,11.33,2.21,1.98,2.973,1.5,1.056,3.65,2.29,8.36,10086.55957
2012-03-16,4.325,11.38,2.24,1.98,3.03,1.48,1.046,3.66,2.31,8.42,10279.299805
2012-03-19,4.36,11.6,2.29,2.02,3.001,1.45,1.033,3.66,2.39,8.42,10296.169922
2012-03-21,4.385,11.5,2.24,2.06,3.007,1.5,1.019,3.71,2.31,8.39,10090.44043
2012-03-22,4.32,11.42,2.2,1.92,3.001,1.45,1.025,3.71,2.29,8.38,10038.950195
2012-03-23,4.285,11.36,2.18,1.89,2.961,1.44,1.025,3.71,2.25,8.38,9885.25
2012-03-26,4.28,11.39,2.19,1.87,2.941,1.41,1.014,3.73,2.26,8.47,9946.139648
2012-03-27,4.27,11.2,2.12,1.95,2.954,1.37,1.015,3.75,2.2,8.5,9841.379883
2012-03-28,4.185,11.12,2.12,1.88,2.967,1.32,1.002,3.76,2.21,8.62,9531.150391
2012-03-29,4.1,11.16,2.08,1.84,2.959,1.31,0.993,3.77,2.18,8.61,9418.230469
2012-03-30,4.08,11.24,2.11,1.81,2.923,1.29,0.988,3.77,2.23,8.57,9410.259766
2012-04-05,4.06,11.02,2.13,1.78,2.998,1.37,1.007,3.77,2.19,8.69,9709.030273
2012-04-10,3.885,10.72,1.98,1.7,3.006,1.27,0.959,3.76,2.01,8.59,9795.969727
2012-04-12,3.905,10.8,2.05,1.77,2.886,1.27,0.955,3.74,2.08,8.44,10007.650391
2012-04-13,3.83,10.78,1.99,1.74,2.952,1.28,0.95,3.7,2.02,8.47,10043.719727
2012-04-16,3.8,10.79,2.01,1.72,3.017,1.26,0.942,3.69,2.0,8.46,10000.30957
2012-04-17,3.8,10.76,2.07,1.76,3.019,1.25,0.937,3.68,2.03,8.34,9839.919922
2012-04-18,3.865,10.75,2.04,1.75,3.008,1.25,0.946,3.68,2.0,8.36,10069.530273
2012-04-19,3.82,10.77,2.04,1.72,3.076,1.24,0.948,3.68,1.98,8.41,10015.410156
2012-04-20,3.835,10.77,2.06,1.69,3.09,1.23,0.945,3.68,1.99,8.54,10131.040039
2012-04-23,3.76,10.76,2.04,1.68,3.105,1.22,0.93,3.69,1.96,8.57,10076.049805
2012-04-24,3.67,10.66,2.07,1.67,3.039,1.23,0.943,3.69,2.0,8.57,10041.889648
2012-04-26,3.73,10.65,2.05,1.72,2.99,1.23,0.925,3.68,1.98,8.66,10201.650391
2012-04-27,3.65,10.68,2.09,1.67,3.004,1.18,0.902,3.68,1.96,8.65,10180.389648
2012-05-02,3.64,10.58,2.02,1.65,2.982,1.21,0.903,3.67,1.96,8.64,10424.94043
2012-05-07,3.405,10.01,2.02,1.57,2.804,1.16,0.876,3.67,1.92,8.69,10612.889648
2012-05-08,3.415,10.24,1.97,1.57,2.796,1.14,0.883,3.68,1.88,8.54,10524.679688
2012-05-09,3.365,10.41,1.99,1.54,2.869,1.15,0.869,3.68,1.87,8.56,10294.580078
2012-05-10,3.345,10.17,1.99,1.5,2.827,1.16,0.878,3.68,1.89,8.56,10277.620117
2012-05-11,3.29,10.28,1.97,1.53,2.805,1.14,0.865,3.68,1.84,8.57,10211.410156
2012-05-14,3.285,10.3,1.94,1.45,2.842,1.11,0.866,3.69,1.78,8.52,10093.379883
2012-05-15,3.255,10.25,1.93,1.48,2.867,1.12,0.871,3.67,1.76,8.5,10131.80957
2012-05-16,3.23,10.18,1.93,1.46,2.871,1.12,0.847,3.67,1.76,8.52,9916.469727
2012-05-17,3.26,10.11,1.88,1.46,2.8731,1.11,0.867,3.67,1.7,8.5,10079.480469
2012-05-18,3.08,10.02,1.89,1.41,2.848,1.05,0.847,3.67,1.71,8.53,9903.089844
2012-05-22,3.215,10.46,1.91,1.46,2.795,1.04,0.876,3.67,1.79,8.52,10180.269531
2012-05-23,3.165,10.28,1.88,1.44,2.757,1.03,0.881,3.66,1.73,8.51,10143.200195
2012-05-24,3.135,10.42,1.86,1.37,2.538,1.02,0.885,3.65,1.77,8.5,9984.580078
2012-05-25,3.165,10.32,1.8,1.4,2.501,1.06,0.899,3.66,1.75,8.51,9884.959961
2012-05-29,3.135,10.27,1.87,1.37,2.517,1.09,0.868,3.66,1.74,8.52,10214.740234
2012-05-30,3.06,10.31,1.79,1.32,2.527,1.07,0.863,3.66,1.63,8.52,10162.339844
2012-05-31,2.92,10.47,1.74,1.29,2.336,1.04,0.848,3.66,1.59,8.38,10141.410156
2012-06-01,2.84,10.4,1.62,1.15,2.162,1.01,0.836,3.66,1.47,8.37,10145.799805
2012-06-04,2.765,10.87,1.68,1.18,2.289,0.98,0.843,3.65,1.53,8.34,9874.519531
2012-06-05,2.94,10.87,1.74,1.18,2.309,1.01,0.878,3.65,1.57,8.33,9847.120117
2012-06-06,3.0,10.71,1.8,1.26,2.374,1.06,0.863,3.64,1.66,8.37,9812.980469
2012-06-07,3.075,10.71,1.8,1.37,2.541,1.06,0.872,3.64,1.66,8.35,9755.639648
2012-06-08,3.035,10.51,1.81,1.31,2.532,1.04,0.849,3.63,1.65,8.35,9707.179688
2012-06-12,2.98,10.52,1.8,1.36,2.691,1.1,0.845,3.63,1.67,8.29,9790.200195
2012-06-13,3.055,10.49,1.77,1.51,2.729,1.13,0.855,3.63,1.61,8.29,9950.049805
2012-06-14,2.925,10.43,1.79,1.5,2.688,1.09,0.86,3.63,1.64,8.33,9885.290039
2012-06-15,2.99,10.53,1.72,1.49,2.615,1.08,0.85,3.63,1.6,8.34,9885.650391
2012-06-18,3.08,10.22,1.71,1.43,2.606,1.05,0.837,3.64,1.59,8.43,9979.05957
2012-06-19,2.975,10.31,1.76,1.47,2.66,1.03,0.813,3.64,1.64,8.39,9848.160156
2012-06-20,3.125,10.08,1.77,1.59,2.685,1.04,0.824,3.64,1.65,8.39,9821.790039
2012-06-21,3.135,10.29,1.75,1.59,2.641,1.05,0.824,3.65,1.63,8.34,9682.69043
2012-06-25,3.005,9.85,1.73,1.52,2.596,1.04,0.832,3.64,1.63,8.33,9414.209961
2012-06-26,2.93,9.9,1.75,1.5,2.634,1.02,0.825,3.64,1.66,8.34,9446.589844
2012-06-27,2.97,9.93,1.72,1.53,2.651,1.02,0.811,3.64,1.65,8.36,9416.5
2012-06-28,2.97,10.25,1.68,1.52,2.671,1.02,0.821,3.64,1.6,8.36,9383.269531
2012-06-29,3.035,9.92,1.74,1.6,2.714,1.01,0.839,3.64,1.67,8.38,9500.320313
2012-07-03,3.065,9.88,1.74,1.54,2.552,0.98,0.819,3.63,1.65,8.18,9607.330078
2012-07-05,2.995,9.94,1.72,1.46,2.526,0.99,0.81,3.62,1.62,8.18,9412.639648
2012-07-06,3.0,9.92,1.69,1.37,2.378,0.97,0.805,3.61,1.57,8.15,9690.160156
2012-07-09,2.905,10.01,1.66,1.31,2.43,0.97,0.796,3.61,1.53,8.15,9496.679688
2012-07-10,2.895,9.78,1.65,1.34,2.408,0.97,0.797,3.61,1.53,8.15,9476.719727
2012-07-11,2.895,9.69,1.67,1.32,2.327,0.96,0.788,3.61,1.54,8.14,9588.290039
2012-07-12,2.785,9.73,1.63,1.25,2.243,0.96,0.774,3.59,1.5,8.1,9753.490234
2012-07-13,2.795,9.64,1.64,1.24,2.242,0.91,0.774,3.57,1.52,8.1,9792.490234
2012-07-17,2.835,9.66,1.64,1.25,2.089,0.91,0.775,3.55,1.53,8.09,9560.030273
2012-07-18,2.835,9.58,1.62,1.21,2.112,0.9,0.76,3.55,1.52,8.07,9514.169922
2012-07-19,2.84,9.42,1.65,1.2,2.088,0.89,0.747,3.54,1.54,8.09,9509.490234
2012-07-20,2.83,9.32,1.61,1.2,2.078,0.87,0.752,3.53,1.49,8.08,9333.209961
2012-07-23,2.705,9.37,1.58,1.13,2.174,0.83,0.733,3.52,1.47,8.07,9186.019531
2012-07-24,2.735,9.49,1.58,1.26,2.0702,0.8,0.743,3.5,1.44,8.07,9262.769531
2012-07-25,2.7,9.4,1.6,1.26,2.284,0.76,0.734,3.48,1.43,8.1,9155.339844
2012-07-26,2.74,9.44,1.64,1.23,2.215,0.69,0.743,3.48,1.45,8.11,9081.900391
2012-07-27,2.92,9.59,1.75,1.31,2.214,0.7,0.753,3.49,1.58,8.12,9087.129883
2012-07-30,3.035,9.56,1.7,1.37,2.181,0.73,0.787,3.49,1.53,8.15,9071.05957
2012-07-31,3.01,9.46,1.68,1.35,2.113,0.68,0.802,3.51,1.51,8.25,9059.219727
2012-08-01,3.03,9.4,1.71,1.34,2.1,0.69,0.788,3.5,1.56,8.23,9165.969727
2012-08-02,3.065,9.39,1.67,1.38,2.075,0.7,0.783,3.5,1.51,8.22,8995.620117
2012-08-03,3.025,9.51,1.77,1.29,2.095,0.69,0.744,3.5,1.6,8.26,9076.620117
2012-08-07,3.175,9.44,1.84,1.4,2.159,0.74,0.79,3.5,1.66,8.15,9229.269531
2012-08-08,3.23,9.5,1.82,1.44,2.115,0.74,0.809,3.5,1.68,8.14,9210.669922
2012-08-09,3.245,9.54,1.81,1.45,2.114,0.76,0.809,3.5,1.69,8.14,9337.540039
2012-08-10,3.16,9.75,1.78,1.39,2.081,0.75,0.809,3.5,1.65,8.16,9238.200195
2012-08-13,3.175,9.67,1.8,1.4,2.107,0.74,0.801,3.5,1.65,8.2,9039.219727
2012-08-14,3.215,9.67,1.85,1.42,2.12,0.77,0.806,3.53,1.73,8.22,9089.620117
2012-08-15,3.275,9.64,1.95,1.51,2.16,0.81,0.83,3.59,1.8,8.22,9048.610352
2012-08-16,3.395,9.78,1.96,1.55,2.145,0.88,0.874,3.65,1.83,8.27,8973.379883
2012-08-17,3.38,9.73,1.94,1.55,2.151,0.86,0.845,3.65,1.81,8.24,8883.610352
2012-08-22,3.3,10.0,1.84,1.52,2.144,0.82,0.838,3.62,1.71,8.22,8726.019531
2012-08-23,3.21,9.96,1.82,1.41,2.079,0.76,0.843,3.61,1.68,8.23,8730.549805
2012-08-24,3.16,9.83,1.83,1.35,2.062,0.72,0.825,3.61,1.68,8.21,8579.280273
2012-08-27,3.12,9.82,1.8,1.34,2.075,0.74,0.826,3.61,1.65,8.19,8402.150391
2012-08-28,3.115,9.75,1.8,1.36,2.076,0.71,0.826,3.6,1.64,8.17,8400.360352
2012-08-29,3.11,9.82,1.8,1.3,2.146,0.72,0.817,3.6,1.66,8.18,8270.910156
2012-08-30,3.04,9.71,1.77,1.36,2.16,0.73,0.822,3.6,1.63,8.19,8220.080078
2012-09-04,3.01,9.63,1.74,1.41,2.212,0.71,0.801,3.59,1.59,8.21,8243.830078
2012-09-05,2.955,9.65,1.75,1.42,2.246,0.72,0.792,3.59,1.6,8.18,8242.589844
2012-09-06,3.015,9.7,1.84,1.52,2.256,0.73,0.796,3.59,1.68,8.16,8288.269531
2012-09-07,3.12,9.7,1.85,1.59,2.217,0.76,0.811,3.62,1.67,8.2,8709.070313
2012-09-10,3.045,9.73,1.83,1.51,2.251,0.71,0.793,3.63,1.68,8.18,8769.540039
2012-09-11,3.035,9.71,1.85,1.52,2.174,0.71,0.793,3.64,1.7,8.18,8739.469727
2012-09-12,3.09,9.74,1.9,1.6,2.218,0.74,0.803,3.65,1.77,8.2,8786.730469
2012-09-13,3.14,9.74,1.88,1.6,2.183,0.77,0.823,3.68,1.75,8.17,8691.0
2012-09-14,3.195,9.96,1.97,1.62,2.259,0.8,0.794,3.68,1.88,8.18,8740.049805
2012-09-18,3.245,9.94,1.91,1.66,2.256,0.83,0.81,3.69,1.82,8.17,8390.150391
2012-09-19,3.265,9.96,1.89,1.62,2.27,0.85,0.814,3.69,1.79,8.17,8431.740234
2012-09-20,3.15,9.93,1.86,1.58,2.293,0.78,0.8,3.69,1.8,8.16,8202.200195
2012-09-21,3.21,9.97,1.85,1.62,2.278,0.81,0.8,3.69,1.77,8.17,8201.530273
2012-09-24,3.145,9.94,1.82,1.56,2.268,0.79,0.792,3.69,1.74,8.16,8310.94043
2012-09-26,2.98,9.89,1.75,1.52,2.207,0.78,0.783,3.7,1.64,8.17,8193.370117
2012-09-27,2.935,9.88,1.75,1.46,2.206,0.8,0.783,3.7,1.66,8.16,8486.269531
2012-09-28,2.905,9.79,1.73,1.45,2.177,0.78,0.774,3.7,1.65,8.15,8679.219727
2012-10-09,2.985,9.62,1.8,1.48,2.1342,0.8,0.777,3.69,1.74,8.14,8743.860352
2012-10-10,3.005,9.65,1.79,1.49,2.0922,0.8,0.773,3.69,1.72,8.16,8773.679688
2012-10-11,2.95,9.65,1.81,1.47,2.082,0.77,0.758,3.68,1.7,8.16,8665.089844
2012-10-12,2.96,9.65,1.8,1.49,2.063,0.77,0.769,3.67,1.69,8.17,8650.19043
2012-10-15,2.945,9.58,1.8,1.47,2.03,0.77,0.759,3.66,1.7,8.17,8621.969727
2012-10-16,2.95,9.47,1.83,1.49,2.095,0.78,0.765,3.65,1.75,8.15,8645.540039
2012-10-17,3.045,9.55,1.91,1.58,2.135,0.77,0.775,3.64,1.83,8.15,8641.179688
2012-10-18,3.155,9.49,1.89,1.64,2.244,0.78,0.799,3.61,1.86,8.14,8798.200195
2012-10-19,3.11,9.45,1.84,1.61,2.216,0.78,0.79,3.62,1.79,8.13,8796.419922
2012-10-22,3.075,9.39,1.87,1.6,2.234,0.76,0.786,3.61,1.83,8.13,8829.44043
2012-10-24,3.14,9.37,1.84,1.56,2.256,0.75,0.782,3.6,1.8,8.14,8653.910156
2012-10-25,3.185,9.27,1.89,1.61,2.274,0.75,0.787,3.6,1.86,8.13,8602.80957
2012-10-29,3.12,9.18,1.79,1.49,2.258,0.71,0.781,3.6,1.74,8.13,8376.55957
2012-10-31,3.055,9.23,1.78,1.51,2.265,0.72,0.784,3.6,1.72,8.22,8469.799805
2012-11-01,3.05,9.24,1.78,1.47,2.231,0.71,0.789,3.59,1.75,8.19,8663.150391
2012-11-02,3.105,9.24,1.77,1.46,2.232,0.72,0.789,3.58,1.75,8.2,8679.69043
2012-11-05,3.085,9.18,1.76,1.43,2.214,0.7,0.78,3.58,1.72,8.2,8654.740234
2012-11-06,3.11,9.3,1.8,1.44,2.206,0.67,0.771,3.58,1.78,8.18,8589.870117
2012-11-07,3.12,9.33,1.74,1.43,2.187,0.69,0.776,3.57,1.68,8.19,8561.200195
2012-11-08,3.085,9.4,1.72,1.37,2.173,0.6,0.756,3.58,1.62,8.19,8399.379883
2012-11-09,3.035,9.42,1.71,1.34,2.132,0.58,0.748,3.59,1.61,8.22,8356.669922
2012-11-16,2.965,9.48,1.69,1.34,2.073,0.56,0.745,3.6,1.58,8.19,8118.149902
2012-11-19,3.02,9.48,1.73,1.35,2.076,0.58,0.75,3.6,1.61,8.19,8060.540039
2012-11-21,3.125,9.53,1.76,1.41,2.188,0.63,0.751,3.6,1.69,8.21,8150.839844
2012-11-26,3.195,9.46,1.76,1.42,2.152,0.65,0.753,3.6,1.66,8.2,8016.069824
2012-11-27,3.22,9.41,1.73,1.43,2.134,0.64,0.753,3.6,1.64,8.19,7936.740234
2012-11-28,3.145,9.42,1.72,1.4,2.065,0.61,0.74,3.6,1.63,8.19,7854.060059
2012-11-29,3.15,9.46,1.7,1.38,2.057,0.62,0.735,3.61,1.62,8.21,7808.959961
2012-11-30,3.09,9.45,1.7,1.37,2.042,0.61,0.73,3.61,1.62,8.18,7903.25
2012-12-03,3.075,9.42,1.7,1.37,2.0523,0.64,0.727,3.61,1.63,8.17,7710.879883
2012-12-04,3.11,9.32,1.7,1.42,2.0344,0.65,0.72,3.61,1.62,8.17,7801.75
2012-12-05,3.11,9.36,1.68,1.36,2.006,0.65,0.706,3.61,1.6,8.17,8091.680176
2012-12-06,3.05,9.19,1.69,1.35,1.997,0.61,0.682,3.61,1.59,8.17,8071.490234
2012-12-07,3.05,9.14,1.71,1.31,1.963,0.6,0.701,3.62,1.64,8.16,8189.680176
2012-12-10,3.075,9.2,1.7,1.27,1.957,0.62,0.693,3.62,1.63,8.17,8265.790039
2012-12-11,3.055,9.3,1.73,1.32,1.973,0.61,0.697,3.62,1.66,8.18,8220.540039
2012-12-12,3.155,9.28,1.76,1.34,1.978,0.63,0.698,3.62,1.72,8.18,8246.05957
2012-12-13,3.24,9.24,1.8,1.32,1.981,0.66,0.723,3.62,1.74,8.16,8171.350098
2012-12-14,3.315,9.27,1.79,1.35,1.974,0.7,0.729,3.62,1.72,8.14,8530.900391
2012-12-17,3.35,9.17,1.83,1.37,2.009,0.68,0.734,3.61,1.78,8.14,8600.330078
2012-12-18,3.38,9.19,1.84,1.38,2.032,0.7,0.754,3.61,1.84,8.15,8592.629883
2012-12-19,3.39,9.28,1.84,1.43,2.0167,0.71,0.778,3.61,1.82,8.15,8639.55957
2012-12-20,3.355,9.32,1.84,1.41,1.9952,0.68,0.768,3.61,1.81,8.15,8693.230469
2012-12-21,3.325,9.3,1.8,1.39,1.9874,0.66,0.759,3.61,1.77,8.14,8658.349609
2012-12-27,3.35,9.31,1.79,1.37,1.997,0.67,0.799,3.61,1.74,8.11,8939.849609
2012-12-28,3.32,9.18,1.77,1.3,1.998,0.67,0.794,3.61,1.73,8.11,9026.990234
2013-01-04,3.44,9.16,1.94,1.52,2.141,0.85,0.835,3.6,1.93,7.93,9096.070313
2013-01-07,3.43,9.18,1.94,1.52,2.1126,0.81,0.835,3.6,1.92,7.9,9108.469727
2013-01-08,3.42,9.31,1.91,1.51,2.103,0.82,0.825,3.6,1.89,7.91,9110.450195
2013-01-09,3.4,9.31,1.91,1.49,2.101,0.86,0.825,3.6,1.88,7.9,9154.870117
2013-01-10,3.445,9.27,1.96,1.5,2.148,0.86,0.825,3.6,1.91,7.88,9170.05957
2013-01-11,3.47,9.24,1.94,1.56,2.154,0.91,0.816,3.6,1.89,7.87,9017.730469
2013-01-15,3.44,9.24,1.91,1.54,2.124,0.84,0.773,3.58,1.86,7.83,9381.69043
2013-01-16,3.355,9.23,1.89,1.56,2.128,0.87,0.754,3.58,1.84,7.88,9355.480469
2013-01-17,3.29,9.42,1.95,1.6,2.183,0.94,0.742,3.58,1.89,7.84,9309.230469
2013-01-18,3.41,9.42,1.92,1.6,2.1451,1.07,0.759,3.58,1.87,7.86,9432.299805
2013-01-22,3.36,9.39,1.91,1.61,2.1553,1.04,0.742,3.59,1.86,7.85,9536.360352
2013-01-23,3.29,9.39,1.87,1.57,2.1313,1.0,0.741,3.59,1.86,7.86,9548.30957
2013-01-25,3.315,9.48,1.95,1.6,2.223,1.04,0.733,3.59,1.98,7.89,9357.129883
2013-01-29,3.5,9.47,2.0,1.67,2.261,1.15,0.777,3.59,2.03,7.85,9704.660156
2013-01-30,3.505,9.55,1.99,1.7,2.31,1.26,0.787,3.59,2.03,7.89,9783.839844
2013-01-31,3.445,9.55,1.99,1.67,2.27,1.26,0.763,3.6,2.02,7.91,9667.669922
2013-02-04,3.59,9.54,1.99,1.7,2.252,1.37,0.817,3.61,2.0,7.94,9760.830078
2013-02-05,3.49,9.65,2.02,1.63,2.283,1.32,0.803,3.61,2.04,7.92,9945.980469
2013-02-06,3.52,9.66,1.99,1.63,2.271,1.33,0.784,3.6,2.0,7.91,9922.719727
2013-02-07,3.465,9.69,1.99,1.65,2.254,1.31,0.775,3.6,1.99,7.88,9904.780273
2013-02-08,3.475,9.71,1.96,1.6,2.243,1.26,0.769,3.6,1.99,7.84,9989.089844
2013-02-19,3.58,9.61,2.02,1.63,2.261,1.36,0.754,3.6,2.03,7.83,9550.929688
2013-02-20,3.585,9.5,2.02,1.65,2.282,1.38,0.759,3.6,2.02,7.8,9645.870117
2013-02-21,3.535,9.54,1.98,1.6,2.23,1.37,0.754,3.6,1.99,7.81,9396.110352
2013-02-22,3.535,9.51,1.94,1.59,2.22,1.35,0.744,3.6,1.97,7.8,9364.540039
2013-02-25,3.5,9.48,1.87,1.57,2.242,1.35,0.724,3.61,1.88,7.8,9342.370117
2013-02-26,3.38,9.44,1.86,1.48,2.182,1.26,0.7,3.6,1.88,7.82,9208.030273
2013-02-27,3.335,9.47,1.86,1.45,2.161,1.18,0.686,3.6,1.91,7.8,9333.240234
2013-02-28,3.345,9.46,1.84,1.46,2.167,1.21,0.681,3.6,1.89,7.87,9641.44043
2013-03-01,3.34,9.41,1.8,1.44,2.131,1.21,0.678,3.6,1.86,7.91,9650.139648
2013-03-04,3.28,9.43,1.81,1.41,2.093,1.2,0.63,3.6,1.88,7.89,9139.75
2013-03-05,3.335,9.28,1.81,1.45,2.13,1.23,0.656,3.6,1.9,7.87,9341.349609
2013-03-06,3.4,9.26,1.84,1.47,2.126,1.24,0.662,3.59,1.95,7.86,9431.169922
2013-03-07,3.44,9.37,1.88,1.46,2.139,1.25,0.666,3.59,2.0,7.86,9393.69043
2013-03-08,3.545,9.42,1.93,1.49,2.119,1.27,0.647,3.59,2.06,7.84,9285.830078
2013-03-11,3.58,9.48,1.95,1.49,2.118,1.31,0.652,3.59,2.07,7.84,9277.160156
2013-03-12,3.615,9.61,1.91,1.48,2.102,1.31,0.632,3.59,2.03,7.89,9163.639648
2013-03-13,3.575,9.65,1.92,1.47,2.094,1.27,0.623,3.59,2.04,7.9,9073.219727
2013-03-14,3.68,9.73,1.95,1.49,2.092,1.28,0.618,3.59,2.04,7.87,9087.25
2013-03-15,3.63,9.65,1.89,1.48,2.061,1.3,0.615,3.59,2.01,7.86,9099.290039
2013-03-18,3.475,9.7,1.86,1.4,2.027,1.21,0.585,3.59,1.96,7.88,8999.019531
2013-03-19,3.55,9.66,1.82,1.38,2.01,1.25,0.591,3.59,1.92,7.9,9034.040039
2013-03-21,3.58,9.84,1.82,1.39,2.009,1.24,0.577,3.59,1.95,7.93,9326.290039
2013-03-22,3.555,9.8,1.82,1.34,2.0131,1.22,0.562,3.59,1.93,7.96,9343.410156
2013-03-25,3.63,9.86,1.82,1.39,2.027,1.28,0.558,3.59,1.93,7.95,9313.129883
2013-03-26,3.575,9.79,1.82,1.35,2.057,1.28,0.544,3.59,1.92,7.99,9226.639648
2013-03-27,3.515,9.87,1.76,1.29,2.011,1.23,0.519,3.59,1.87,7.99,9225.129883
2013-03-28,3.42,10.1,1.76,1.26,2.029,1.16,0.514,3.59,1.87,7.95,8959.259766
2013-04-02,3.4,10.04,1.87,1.29,2.032,1.15,0.565,3.59,1.88,7.99,8960.459961
2013-04-03,3.435,10.06,1.83,1.31,1.981,1.17,0.555,3.59,1.83,7.96,8964.469727
2013-04-08,3.22,9.61,1.76,1.22,1.745,1.04,0.525,3.57,1.76,7.91,8953.839844
2013-04-09,3.24,9.64,1.77,1.27,1.792,1.03,0.531,3.56,1.78,7.88,8993.110352
2013-04-10,3.28,9.59,1.8,1.29,1.87,1.01,0.585,3.54,1.84,7.9,8962.299805
2013-04-11,3.315,9.65,1.78,1.31,1.851,1.02,0.555,3.54,1.82,7.9,8920.709961
2013-04-12,3.305,9.67,1.74,1.26,1.8125,0.99,0.623,3.53,1.75,7.87,8835.150391
2013-04-15,3.245,9.64,1.71,1.27,1.8,0.96,0.648,3.52,1.72,7.83,8733.44043
2013-04-16,3.25,9.7,1.73,1.26,1.8157,0.95,0.595,3.52,1.75,7.82,8852.419922
2013-04-17,3.26,9.62,1.71,1.28,1.775,0.96,0.604,3.52,1.73,7.8,8894.370117
2013-04-18,3.195,9.72,1.7,1.24,1.792,0.95,0.589,3.52,1.72,7.78,8888.019531
2013-04-19,3.2,9.62,1.71,1.25,1.793,0.96,0.584,3.52,1.73,7.78,9111.19043
2013-04-22,3.21,9.58,1.71,1.26,1.74,0.96,0.612,3.52,1.72,7.75,9057.620117
2013-04-23,3.14,9.62,1.72,1.2,1.738,0.92,0.589,3.52,1.74,7.73,8793.129883
2013-04-24,3.15,9.71,1.72,1.26,1.739,0.95,0.6,3.53,1.73,7.74,8911.650391
2013-04-26,3.155,9.63,1.7,1.22,1.751,0.94,0.594,3.52,1.7,7.74,8691.389648
2013-05-02,3.03,9.47,1.67,1.21,1.674,0.88,0.563,3.51,1.66,7.72,8718.200195
2013-05-07,3.07,9.46,1.82,1.27,1.718,0.97,0.598,3.47,1.82,7.74,9022.900391
2013-05-08,3.12,9.51,1.81,1.29,1.719,0.98,0.598,3.45,1.81,7.69,9074.839844
2013-05-09,3.155,9.64,1.8,1.24,1.722,0.96,0.599,3.42,1.81,7.61,9050.080078
2013-05-10,3.235,9.75,1.88,1.33,1.824,1.03,0.7,3.4,1.9,7.59,9071.160156
2013-05-13,3.245,9.75,1.9,1.36,1.826,1.09,0.778,3.41,1.92,7.59,9014.280273
2013-05-14,3.24,9.95,1.95,1.35,1.928,1.08,0.853,3.39,1.96,7.47,8809.080078
2013-05-15,3.27,9.9,1.92,1.36,1.929,1.1,0.868,3.38,1.94,7.46,8869.849609
2013-05-16,3.24,9.86,1.88,1.38,1.887,1.09,0.843,3.38,1.87,7.39,9061.330078
2013-05-21,3.263,10.06,1.91,1.37,1.921,1.17,0.882,3.41,1.94,7.35,9403.540039
2013-05-22,3.272,10.12,1.96,1.4,1.874,1.14,0.886,3.42,2.03,7.37,9405.05957
2013-05-23,3.299,10.14,1.96,1.4,1.939,1.22,0.835,3.46,2.02,7.38,9265.679688
2013-05-28,3.333,10.4,2.07,1.46,2.005,1.38,0.905,3.46,2.15,7.36,9441.69043
2013-05-29,3.479,10.25,2.07,1.52,2.058,1.57,0.937,3.5,2.13,7.39,9404.400391
2013-05-30,3.403,10.25,2.07,1.5,2.056,1.52,0.889,3.51,2.13,7.44,9379.19043
2013-05-31,3.365,10.52,2.06,1.47,2.081,1.48,0.865,3.52,2.16,7.44,9257.950195
2013-06-03,3.429,10.48,2.05,1.52,2.093,1.55,0.809,3.53,2.13,7.24,9251.240234
2013-06-04,3.449,10.49,2.08,1.56,2.099,1.59,0.869,3.56,2.14,7.19,9124.269531
2013-06-05,3.397,10.26,2.05,1.55,2.065,1.6,0.85,3.54,2.1,7.21,9143.44043
2013-06-06,3.349,10.4,2.04,1.5,2.149,1.55,0.831,3.5,2.08,7.21,9001.089844
2013-06-07,3.264,10.38,2.15,1.5,2.125,1.52,0.846,3.5,2.17,7.24,8763.610352
2013-06-13,3.404,10.57,2.14,1.56,2.158,1.7,0.858,3.54,2.19,7.33,8432.419922
2013-06-14,3.375,10.75,2.12,1.52,2.098,1.65,0.814,3.54,2.14,7.31,8479.459961
2013-06-17,3.408,11.04,2.14,1.54,2.083,1.66,0.834,3.53,2.19,7.26,8404.5
2013-06-18,3.408,11.13,2.15,1.55,2.135,1.69,0.82,3.55,2.2,7.28,8470.870117
2013-06-19,3.436,11.53,2.25,1.56,2.098,1.68,0.81,3.55,2.33,7.26,8421.240234
2013-06-20,3.649,11.75,2.32,1.64,2.232,1.93,0.834,3.64,2.41,7.39,8147.47998
2013-06-21,3.769,11.57,2.45,1.67,2.31,1.99,0.872,3.65,2.52,7.43,8136.049805
2013-06-24,4.051,11.3,2.49,1.8,2.447,2.2,0.878,3.73,2.57,7.52,7588.52002
